2025-07-10 16:37:08,089 - 
|   FRR |   SIZE |   PDI |   TFR |   P(TFR) |   P(FRR|TFR) |   P(SIZE|FRR) |   P(PDI|SIZE) |   p. fattorizzata |   p. empirica |
|-------|--------|-------|-------|----------|--------------|---------------|---------------|-------------------|---------------|
|     0 |      0 |     0 |     0 |   0.1852 |     0.759719 |     0.376622  |     0.153906  |       0.00815559  |    0          |
|     0 |      0 |     1 |     0 |   0.1852 |     0.759719 |     0.376622  |     0.36517   |       0.0193506   |    0.00740741 |
|     0 |      0 |     2 |     0 |   0.1852 |     0.759719 |     0.376622  |     0.423047  |       0.0224176   |    0.0185185  |
|     0 |      0 |     3 |     0 |   0.1852 |     0.759719 |     0.376622  |     0.0576174 |       0.00305319  |    0.0148148  |
|     0 |      1 |     0 |     0 |   0.1852 |     0.759719 |     0.285681  |     0.487179  |       0.0195823   |    0.0037037  |
|     0 |      1 |     1 |     0 |   0.1852 |     0.759719 |     0.285681  |     0.099865  |       0.00401411  |    0.0185185  |
|     0 |      1 |     2 |     0 |   0.1852 |     0.759719 |     0.285681  |     0.200067  |       0.00804177  |    0.062963   |
|     0 |      1 |     3 |     0 |   0.1852 |     0.759719 |     0.285681  |     0.212551  |       0.00854354  |    0.0148148  |
|     0 |      2 |     0 |     0 |   0.1852 |     0.759719 |     0.207832  |     0.600216  |       0.0175515   |    0          |
|     0 |      2 |     1 |     0 |   0.1852 |     0.759719 |     0.207832  |     0.23987   |       0.00701427  |    0.0037037  |
|     0 |      2 |     2 |     0 |   0.1852 |     0.759719 |     0.207832  |     0.0599676 |       0.00175357  |    0.0962963  |
|     0 |      2 |     3 |     0 |   0.1852 |     0.759719 |     0.207832  |     0.099946  |       0.00292261  |    0.0111111  |
|     0 |      3 |     0 |     0 |   0.1852 |     0.759719 |     0.129866  |     0         |       0           |    0          |
|     0 |      3 |     1 |     0 |   0.1852 |     0.759719 |     0.129866  |     0         |       0           |    0          |
|     0 |      3 |     2 |     0 |   0.1852 |     0.759719 |     0.129866  |     0.222222  |       0.00406046  |    0.0037037  |
|     0 |      3 |     3 |     0 |   0.1852 |     0.759719 |     0.129866  |     0.778529  |       0.0142253   |    0          |
|     0 |      0 |     0 |     1 |   0.1777 |     0.625211 |     0.376622  |     0.153906  |       0.00643984  |    0          |
|     0 |      0 |     1 |     1 |   0.1777 |     0.625211 |     0.376622  |     0.36517   |       0.0152797   |    0          |
|     0 |      0 |     2 |     1 |   0.1777 |     0.625211 |     0.376622  |     0.423047  |       0.0177014   |    0          |
|     0 |      0 |     3 |     1 |   0.1777 |     0.625211 |     0.376622  |     0.0576174 |       0.00241087  |    0          |
|     0 |      1 |     0 |     1 |   0.1777 |     0.625211 |     0.285681  |     0.487179  |       0.0154627   |    0          |
|     0 |      1 |     1 |     1 |   0.1777 |     0.625211 |     0.285681  |     0.099865  |       0.00316963  |    0.0037037  |
|     0 |      1 |     2 |     1 |   0.1777 |     0.625211 |     0.285681  |     0.200067  |       0.00634997  |    0          |
|     0 |      1 |     3 |     1 |   0.1777 |     0.625211 |     0.285681  |     0.212551  |       0.00674617  |    0          |
|     0 |      2 |     0 |     1 |   0.1777 |     0.625211 |     0.207832  |     0.600216  |       0.013859    |    0          |
|     0 |      2 |     1 |     1 |   0.1777 |     0.625211 |     0.207832  |     0.23987   |       0.00553863  |    0.00740741 |
|     0 |      2 |     2 |     1 |   0.1777 |     0.625211 |     0.207832  |     0.0599676 |       0.00138466  |    0          |
|     0 |      2 |     3 |     1 |   0.1777 |     0.625211 |     0.207832  |     0.099946  |       0.00230776  |    0.0148148  |
|     0 |      3 |     0 |     1 |   0.1777 |     0.625211 |     0.129866  |     0         |       0           |    0          |
|     0 |      3 |     1 |     1 |   0.1777 |     0.625211 |     0.129866  |     0         |       0           |    0          |
|     0 |      3 |     2 |     1 |   0.1777 |     0.625211 |     0.129866  |     0.222222  |       0.00320624  |    0          |
|     0 |      3 |     3 |     1 |   0.1777 |     0.625211 |     0.129866  |     0.778529  |       0.0112327   |    0.00740741 |
|     0 |      0 |     0 |     2 |   0.4    |     0.97225  |     0.376622  |     0.153906  |       0.0225423   |    0          |
|     0 |      0 |     1 |     2 |   0.4    |     0.97225  |     0.376622  |     0.36517   |       0.0534858   |    0.00740741 |
|     0 |      0 |     2 |     2 |   0.4    |     0.97225  |     0.376622  |     0.423047  |       0.0619629   |    0          |
|     0 |      0 |     3 |     2 |   0.4    |     0.97225  |     0.376622  |     0.0576174 |       0.00843913  |    0          |
|     0 |      1 |     0 |     2 |   0.4    |     0.97225  |     0.285681  |     0.487179  |       0.0541263   |    0          |
|     0 |      1 |     1 |     2 |   0.4    |     0.97225  |     0.285681  |     0.099865  |       0.0110951   |    0.0037037  |
|     0 |      1 |     2 |     2 |   0.4    |     0.97225  |     0.285681  |     0.200067  |       0.0222278   |    0          |
|     0 |      1 |     3 |     2 |   0.4    |     0.97225  |     0.285681  |     0.212551  |       0.0236146   |    0          |
|     0 |      2 |     0 |     2 |   0.4    |     0.97225  |     0.207832  |     0.600216  |       0.0485129   |    0          |
|     0 |      2 |     1 |     2 |   0.4    |     0.97225  |     0.207832  |     0.23987   |       0.0193877   |    0.0037037  |
|     0 |      2 |     2 |     2 |   0.4    |     0.97225  |     0.207832  |     0.0599676 |       0.00484692  |    0.0037037  |
|     0 |      2 |     3 |     2 |   0.4    |     0.97225  |     0.207832  |     0.099946  |       0.00807821  |    0          |
|     0 |      3 |     0 |     2 |   0.4    |     0.97225  |     0.129866  |     0         |       0           |    0          |
|     0 |      3 |     1 |     2 |   0.4    |     0.97225  |     0.129866  |     0         |       0           |    0.0037037  |
|     0 |      3 |     2 |     2 |   0.4    |     0.97225  |     0.129866  |     0.222222  |       0.0112233   |    0.00740741 |
|     0 |      3 |     3 |     2 |   0.4    |     0.97225  |     0.129866  |     0.778529  |       0.0393194   |    0          |
|     0 |      0 |     0 |     3 |   0.0962 |     0.77027  |     0.376622  |     0.153906  |       0.00429516  |    0          |
|     0 |      0 |     1 |     3 |   0.0962 |     0.77027  |     0.376622  |     0.36517   |       0.010191    |    0          |
|     0 |      0 |     2 |     3 |   0.0962 |     0.77027  |     0.376622  |     0.423047  |       0.0118063   |    0          |
|     0 |      0 |     3 |     3 |   0.0962 |     0.77027  |     0.376622  |     0.0576174 |       0.00160797  |    0          |
