2025-07-08 15:53:47,940 - 
|   TFR |   SIZE |   PDI |   P(TFR) |   P(PDI|TFR) |   P(SIZE|PDI) |   p. fattorizzata |   p. empirica |
|-------|--------|-------|----------|--------------|---------------|-------------------|---------------|
|     0 |      0 |     0 |   0.1832 |     0.180131 |     0.188182  |        0.00621002 |    0          |
|     0 |      1 |     0 |   0.1832 |     0.180131 |     0.458895  |        0.0151435  |    0.003663   |
|     0 |      2 |     0 |   0.1832 |     0.180131 |     0.352922  |        0.0116464  |    0          |
|     0 |      3 |     0 |   0.1832 |     0.180131 |     0         |        0          |    0          |
|     0 |      0 |     1 |   0.1832 |     0.139738 |     0.655059  |        0.0167695  |    0.014652   |
|     0 |      1 |     1 |   0.1832 |     0.139738 |     0.137882  |        0.00352979 |    0.025641   |
|     0 |      2 |     1 |   0.1832 |     0.139738 |     0.207059  |        0.00530071 |    0.014652   |
|     0 |      3 |     1 |   0.1832 |     0.139738 |     0         |        0          |    0.003663   |
|     0 |      0 |     2 |   0.1832 |     0.340066 |     0.619762  |        0.0386111  |    0.018315   |
|     0 |      1 |     2 |   0.1832 |     0.340066 |     0.225298  |        0.0140361  |    0.0622711  |
|     0 |      2 |     2 |   0.1832 |     0.340066 |     0.0422914 |        0.00263476 |    0.0989011  |
|     0 |      3 |     2 |   0.1832 |     0.340066 |     0.112649  |        0.00701803 |    0.010989   |
|     0 |      0 |     3 |   0.1832 |     0.340066 |     0.101758  |        0.0063395  |    0.014652   |
|     0 |      1 |     3 |   0.1832 |     0.340066 |     0.288159  |        0.0179523  |    0.014652   |
|     0 |      2 |     3 |   0.1832 |     0.340066 |     0.0846438 |        0.00527331 |    0.025641   |
|     0 |      3 |     3 |   0.1832 |     0.340066 |     0.525439  |        0.0327349  |    0.00732601 |
|     1 |      0 |     0 |   0.1758 |     0.229238 |     0.188182  |        0.00758375 |    0.014652   |
|     1 |      1 |     0 |   0.1758 |     0.229238 |     0.458895  |        0.0184935  |    0.010989   |
|     1 |      2 |     0 |   0.1758 |     0.229238 |     0.352922  |        0.0142228  |    0.0512821  |
|     1 |      3 |     0 |   0.1758 |     0.229238 |     0         |        0          |    0.018315   |
|     1 |      0 |     1 |   0.1758 |     0.166667 |     0.655059  |        0.0191932  |    0.025641   |
|     1 |      1 |     1 |   0.1758 |     0.166667 |     0.137882  |        0.00403995 |    0          |
|     1 |      2 |     1 |   0.1758 |     0.166667 |     0.207059  |        0.00606682 |    0.00732601 |
|     1 |      3 |     1 |   0.1758 |     0.166667 |     0         |        0          |    0.029304   |
|     1 |      0 |     2 |   0.1758 |     0.14562  |     0.619762  |        0.0158659  |    0.0512821  |
|     1 |      1 |     2 |   0.1758 |     0.14562  |     0.225298  |        0.00576763 |    0.00732601 |
|     1 |      2 |     2 |   0.1758 |     0.14562  |     0.0422914 |        0.00108266 |    0          |
|     1 |      3 |     2 |   0.1758 |     0.14562  |     0.112649  |        0.00288381 |    0.014652   |
|     1 |      0 |     3 |   0.1758 |     0.458476 |     0.101758  |        0.00820167 |    0.010989   |
|     1 |      1 |     3 |   0.1758 |     0.458476 |     0.288159  |        0.0232256  |    0          |
|     1 |      2 |     3 |   0.1758 |     0.458476 |     0.0846438 |        0.00682229 |    0          |
|     1 |      3 |     3 |   0.1758 |     0.458476 |     0.525439  |        0.0423504  |    0          |
|     2 |      0 |     0 |   0.4066 |     0.369405 |     0.188182  |        0.028265   |    0.018315   |
|     2 |      1 |     0 |   0.4066 |     0.369405 |     0.458895  |        0.0689261  |    0.010989   |
|     2 |      2 |     0 |   0.4066 |     0.369405 |     0.352922  |        0.0530089  |    0.003663   |
|     2 |      3 |     0 |   0.4066 |     0.369405 |     0         |        0          |    0.00732601 |
|     2 |      0 |     1 |   0.4066 |     0.216183 |     0.655059  |        0.0575797  |    0          |
|     2 |      1 |     1 |   0.4066 |     0.216183 |     0.137882  |        0.0121199  |    0.003663   |
|     2 |      2 |     1 |   0.4066 |     0.216183 |     0.207059  |        0.0182005  |    0.003663   |
|     2 |      3 |     1 |   0.4066 |     0.216183 |     0         |        0          |    0.003663   |
|     2 |      0 |     2 |   0.4066 |     0.27939  |     0.619762  |        0.0704049  |    0.0805861  |
|     2 |      1 |     2 |   0.4066 |     0.27939  |     0.225298  |        0.0255938  |    0.018315   |
|     2 |      2 |     2 |   0.4066 |     0.27939  |     0.0422914 |        0.00480431 |    0.003663   |
|     2 |      3 |     2 |   0.4066 |     0.27939  |     0.112649  |        0.0127969  |    0.00732601 |
|     2 |      0 |     3 |   0.4066 |     0.135022 |     0.101758  |        0.00558649 |    0          |
|     2 |      1 |     3 |   0.4066 |     0.135022 |     0.288159  |        0.0158199  |    0.010989   |
|     2 |      2 |     3 |   0.4066 |     0.135022 |     0.0846438 |        0.00464695 |    0          |
|     2 |      3 |     3 |   0.4066 |     0.135022 |     0.525439  |        0.0288466  |    0          |
|     3 |      0 |     0 |   0.0951 |     0.26919  |     0.188182  |        0.00481747 |    0          |
|     3 |      1 |     0 |   0.0951 |     0.26919  |     0.458895  |        0.0117477  |    0          |
|     3 |      2 |     0 |   0.0951 |     0.26919  |     0.352922  |        0.00903481 |    0.00732601 |
|     3 |      3 |     0 |   0.0951 |     0.26919  |     0         |        0          |    0.03663    |
|     3 |      0 |     1 |   0.0951 |     0.26919  |     0.655059  |        0.0167695  |    0          |
|     3 |      1 |     1 |   0.0951 |     0.26919  |     0.137882  |        0.00352979 |    0          |
|     3 |      2 |     1 |   0.0951 |     0.26919  |     0.207059  |        0.00530071 |    0          |
|     3 |      3 |     1 |   0.0951 |     0.26919  |     0         |        0          |    0.043956   |
|     3 |      0 |     2 |   0.0951 |     0.26919  |     0.619762  |        0.0158659  |    0          |
|     3 |      1 |     2 |   0.0951 |     0.26919  |     0.225298  |        0.00576763 |    0          |
|     3 |      2 |     2 |   0.0951 |     0.26919  |     0.0422914 |        0.00108266 |    0.010989   |
|     3 |      3 |     2 |   0.0951 |     0.26919  |     0.112649  |        0.00288381 |    0.021978   |
|     3 |      0 |     3 |   0.0951 |     0.192429 |     0.101758  |        0.00186216 |    0          |
|     3 |      1 |     3 |   0.0951 |     0.192429 |     0.288159  |        0.00527331 |    0          |
|     3 |      2 |     3 |   0.0951 |     0.192429 |     0.0846438 |        0.00154898 |    0          |
|     3 |      3 |     3 |   0.0951 |     0.192429 |     0.525439  |        0.00961554 |    0.010989   |
|     4 |      0 |     0 |   0.1393 |     0.447236 |     0.188182  |        0.0117238  |    0          |
|     4 |      1 |     0 |   0.1393 |     0.447236 |     0.458895  |        0.0285892  |    0          |
|     4 |      2 |     0 |   0.1393 |     0.447236 |     0.352922  |        0.0219871  |    0          |
|     4 |      3 |     0 |   0.1393 |     0.447236 |     0         |        0          |    0          |
|     4 |      0 |     1 |   0.1393 |     0.315865 |     0.655059  |        0.0288226  |    0          |
|     4 |      1 |     1 |   0.1393 |     0.315865 |     0.137882  |        0.00606682 |    0          |
|     4 |      2 |     1 |   0.1393 |     0.315865 |     0.207059  |        0.00911059 |    0          |
|     4 |      3 |     1 |   0.1393 |     0.315865 |     0         |        0          |    0          |
|     4 |      0 |     2 |   0.1393 |     0.236899 |     0.619762  |        0.0204521  |    0          |
|     4 |      1 |     2 |   0.1393 |     0.236899 |     0.225298  |        0.00743483 |    0          |
|     4 |      2 |     2 |   0.1393 |     0.236899 |     0.0422914 |        0.00139562 |    0          |
|     4 |      3 |     2 |   0.1393 |     0.236899 |     0.112649  |        0.00371742 |    0          |
|     4 |      0 |     3 |   0.1393 |     0        |     0.101758  |        0          |    0          |
|     4 |      1 |     3 |   0.1393 |     0        |     0.288159  |        0          |    0          |
|     4 |      2 |     3 |   0.1393 |     0        |     0.0846438 |        0          |    0          |
|     4 |      3 |     3 |   0.1393 |     0        |     0.525439  |        0          |    0          |
2025-07-08 15:53:47,940 - Similarità media: 0.3465
