2025-07-08 16:13:51,709 - 
|   TFR |   SIZE |   PDI |   P(TFR) |   P(PDI) |   P(SIZE|TFR) |   P(SIZE|PDI) |   p. fattorizzata |   p. empirica |
|-------|--------|-------|----------|----------|---------------|---------------|-------------------|---------------|
|     0 |      0 |     0 |   0.1832 |   0.3114 |     0.0201965 |     0.188182  |        0.00021682 |    0          |
|     0 |      0 |     1 |   0.1832 |   0.2125 |     0.0201965 |     0.655059  |        0.00051504 |    0.014652   |
|     0 |      0 |     2 |   0.1832 |   0.2601 |     0.0201965 |     0.619762  |        0.00059644 |    0.018315   |
|     0 |      0 |     3 |   0.1832 |   0.2162 |     0.0201965 |     0.101758  |        8.14e-05   |    0.014652   |
|     0 |      1 |     0 |   0.1832 |   0.3114 |     0.519651  |     0.458895  |        0.0136041  |    0.003663   |
|     0 |      1 |     1 |   0.1832 |   0.2125 |     0.519651  |     0.137882  |        0.00278936 |    0.025641   |
|     0 |      1 |     2 |   0.1832 |   0.2601 |     0.519651  |     0.225298  |        0.00557872 |    0.0622711  |
|     0 |      1 |     3 |   0.1832 |   0.2162 |     0.519651  |     0.288159  |        0.00593096 |    0.014652   |
|     0 |      2 |     0 |   0.1832 |   0.3114 |     0.219978  |     0.352922  |        0.00442897 |    0          |
|     0 |      2 |     1 |   0.1832 |   0.2125 |     0.219978  |     0.207059  |        0.0017732  |    0.014652   |
|     0 |      2 |     2 |   0.1832 |   0.2601 |     0.219978  |     0.0422914 |        0.0004433  |    0.0989011  |
|     0 |      2 |     3 |   0.1832 |   0.2162 |     0.219978  |     0.0846438 |        0.00073749 |    0.025641   |
|     0 |      3 |     0 |   0.1832 |   0.3114 |     0.240175  |     0         |        0          |    0          |
|     0 |      3 |     1 |   0.1832 |   0.2125 |     0.240175  |     0         |        0          |    0.003663   |
|     0 |      3 |     2 |   0.1832 |   0.2601 |     0.240175  |     0.112649  |        0.0012892  |    0.010989   |
|     0 |      3 |     3 |   0.1832 |   0.2162 |     0.240175  |     0.525439  |        0.0049984  |    0.00732601 |
|     1 |      0 |     0 |   0.1758 |   0.3114 |     0.333333  |     0.188182  |        0.00343396 |    0.014652   |
|     1 |      0 |     1 |   0.1758 |   0.2125 |     0.333333  |     0.655059  |        0.00815712 |    0.025641   |
|     1 |      0 |     2 |   0.1758 |   0.2601 |     0.333333  |     0.619762  |        0.00944632 |    0.0512821  |
|     1 |      0 |     3 |   0.1758 |   0.2162 |     0.333333  |     0.101758  |        0.0012892  |    0.010989   |
|     1 |      1 |     0 |   0.1758 |   0.3114 |     0.35438   |     0.458895  |        0.00890267 |    0.010989   |
|     1 |      1 |     1 |   0.1758 |   0.2125 |     0.35438   |     0.137882  |        0.00182539 |    0          |
|     1 |      1 |     2 |   0.1758 |   0.2601 |     0.35438   |     0.225298  |        0.00365078 |    0.00732601 |
|     1 |      1 |     3 |   0.1758 |   0.2162 |     0.35438   |     0.288159  |        0.00388129 |    0          |
|     1 |      2 |     0 |   0.1758 |   0.3114 |     0.0625711 |     0.352922  |        0.0012089  |    0.0512821  |
|     1 |      2 |     1 |   0.1758 |   0.2125 |     0.0625711 |     0.207059  |        0.000484   |    0.00732601 |
|     1 |      2 |     2 |   0.1758 |   0.2601 |     0.0625711 |     0.0422914 |        0.000121   |    0          |
|     1 |      2 |     3 |   0.1758 |   0.2162 |     0.0625711 |     0.0846438 |        0.0002013  |    0          |
