2025-07-07 17:25:00,539 - 
|   FRR |   PDI |   TFR |   P(TFR) |   P(FRR|TFR) |   P(PDI|TFR) |   p. fattorizzata |   p. empirica |
|-------|-------|-------|----------|--------------|--------------|-------------------|---------------|
|     0 |     0 |     0 |   0.1838 |    0.760065  |     0.180087 |        0.0251582  |    0.0330882  |
|     0 |     1 |     0 |   0.1838 |    0.760065  |     0.139826 |        0.0195337  |    0.0183824  |
|     0 |     2 |     0 |   0.1838 |    0.760065  |     0.340044 |        0.0475041  |    0.0514706  |
|     0 |     3 |     0 |   0.1838 |    0.760065  |     0.340044 |        0.0475041  |    0.0367647  |
|     1 |     0 |     0 |   0.1838 |    0         |     0.180087 |        0          |    0          |
|     1 |     1 |     0 |   0.1838 |    0         |     0.139826 |        0          |    0          |
|     1 |     2 |     0 |   0.1838 |    0         |     0.340044 |        0          |    0          |
|     1 |     3 |     0 |   0.1838 |    0         |     0.340044 |        0          |    0          |
|     2 |     0 |     0 |   0.1838 |    0.239935  |     0.180087 |        0.00794184 |    0          |
|     2 |     1 |     0 |   0.1838 |    0.239935  |     0.139826 |        0.00616632 |    0.00735294 |
|     2 |     2 |     0 |   0.1838 |    0.239935  |     0.340044 |        0.0149959  |    0.0110294  |
|     2 |     3 |     0 |   0.1838 |    0.239935  |     0.340044 |        0.0149959  |    0.0257353  |
|     0 |     0 |     1 |   0.1837 |    0.640174  |     0.219924 |        0.025863   |    0.0330882  |
|     0 |     1 |     1 |   0.1837 |    0.640174  |     0.160044 |        0.0188211  |    0.0220588  |
|     0 |     2 |     1 |   0.1837 |    0.640174  |     0.139902 |        0.0164525  |    0.0110294  |
|     0 |     3 |     1 |   0.1837 |    0.640174  |     0.480131 |        0.0564634  |    0.0514706  |
|     1 |     0 |     1 |   0.1837 |    0.120305  |     0.219924 |        0.00486032 |    0          |
|     1 |     1 |     1 |   0.1837 |    0.120305  |     0.160044 |        0.00353696 |    0.00367647 |
|     1 |     2 |     1 |   0.1837 |    0.120305  |     0.139902 |        0.00309183 |    0.00735294 |
|     1 |     3 |     1 |   0.1837 |    0.120305  |     0.480131 |        0.0106109  |    0.0110294  |
|     2 |     0 |     1 |   0.1837 |    0.240065  |     0.219924 |        0.00969864 |    0.00735294 |
|     2 |     1 |     1 |   0.1837 |    0.240065  |     0.160044 |        0.00705792 |    0.00367647 |
