path,conditioned_on,cmi,d_separated
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']",,0.11911697714504088,False
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL',)",0.09523493196643251,False
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM',)",0.0776582600751734,False
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('ML',)",0.0718640968748463,False
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('HSPC',)",0.05688906085380352,False
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM')",0.031231354792087274,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ML')",0.02375112049018524,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'HSPC')",0.007761675158620918,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM', 'ML')",0.0718640968748463,False
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM', 'HSPC')",0.04042260252570484,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('ML', 'HSPC')",0.025891693296376417,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM', 'ML')",0.023751120490183464,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM', 'HSPC')",0.006641458905479958,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ML', 'HSPC')",-4.440892098500626e-16,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM', 'ML', 'HSPC')",0.025891693296377305,True
"['FRR', 'CHOL', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM', 'ML', 'HSPC')",4.440892098500626e-16,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']",,0.11911697714504088,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL',)",0.09523493196643251,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI',)",0.11657555405469777,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM',)",0.0776582600751734,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('ML',)",0.0718640968748463,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('HSPC',)",0.05688906085380352,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI')",0.10774344665197777,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM')",0.031231354792087274,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ML')",0.02375112049018524,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'HSPC')",0.007761675158620918,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'ESM')",0.06804018725470229,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'ML')",0.06765834142505778,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'HSPC')",0.04891019004920372,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM', 'ML')",0.0718640968748463,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM', 'HSPC')",0.04042260252570484,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('ML', 'HSPC')",0.025891693296376417,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'ESM')",0.02807029724344634,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'ML')",0.028070297243448117,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'HSPC')",0.0086318247730377,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM', 'ML')",0.023751120490183464,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM', 'HSPC')",0.006641458905479958,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ML', 'HSPC')",-4.440892098500626e-16,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'ESM', 'ML')",0.06765834142505778,False
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'ESM', 'HSPC')",0.03214294526566297,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'ML', 'HSPC')",0.032142945265660305,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('ESM', 'ML', 'HSPC')",0.025891693296377305,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'ESM', 'ML')",0.028070297243449005,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'ESM', 'HSPC')",8.881784197001252e-16,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'ML', 'HSPC')",8.881784197001252e-16,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'ESM', 'ML', 'HSPC')",4.440892098500626e-16,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('PDI', 'ESM', 'ML', 'HSPC')",0.03214294526566208,True
"['FRR', 'CHOL', 'PDI', 'ESM', 'ML', 'HSPC', 'PEG']","('CHOL', 'PDI', 'ESM', 'ML', 'HSPC')",8.881784197001252e-16,True
"['FRR', 'PEG']",,0.11911697714504088,False
