15.4: AQUEOUS -> ESM, AQUEOUS -> PDI, ESM -> PDI | similarity_score: 1.0000 | LL: -838.32 | AIC: 1754.65 | BIC: 1899.48
15.5: ESM -> AQUEOUS, ESM -> PDI | similarity_score: 0.5744 | LL: -872.76 | AIC: 1793.53 | BIC: 1882.66
15.6: ESM -> AQUEOUS, AQUEOUS -> PDI | similarity_score: 0.5752 | LL: -930.09 | AIC: 1890.19 | BIC: 1945.89
15.7: ESM -> AQUEOUS, ESM -> PDI, AQUEOUS -> PDI | similarity_score: 1.0000 | LL: -838.32 | AIC: 1754.65 | BIC: 1899.48
16.1: AQUEOUS -> PDI, AQUEOUS -> HSPC | similarity_score: 0.4652 | LL: -914.60 | AIC: 1867.21 | BIC: 1937.77
16.2: AQUEOUS -> HSPC, HSPC -> PDI | similarity_score: 0.0132 | LL: -845.41 | AIC: 1758.82 | BIC: 1885.09
16.3: AQUEOUS -> PDI, HSPC -> PDI | similarity_score: 0.6966 | LL: -844.86 | AIC: 1787.72 | BIC: 1969.69
16.4: AQUEOUS -> HSPC, AQUEOUS -> PDI, HSPC -> PDI | similarity_score: 1.0000 | LL: -808.51 | AIC: 1727.02 | BIC: 1931.28
16.5: HSPC -> AQUEOUS, HSPC -> PDI | similarity_score: 0.7250 | LL: -845.41 | AIC: 1758.82 | BIC: 1885.09
16.6: HSPC -> AQUEOUS, AQUEOUS -> PDI | similarity_score: 0.4652 | LL: -914.60 | AIC: 1867.21 | BIC: 1937.77
16.7: HSPC -> AQUEOUS, HSPC -> PDI, AQUEOUS -> PDI | similarity_score: 1.0000 | LL: -808.51 | AIC: 1727.02 | BIC: 1931.28
17.1: AQUEOUS -> PDI, AQUEOUS -> CHOL | similarity_score: 0.5024 | LL: -941.05 | AIC: 1912.11 | BIC: 1967.82
17.2: AQUEOUS -> CHOL, CHOL -> PDI | similarity_score: 0.0116 | LL: -893.22 | AIC: 1834.45 | BIC: 1923.58
17.3: AQUEOUS -> PDI, CHOL -> PDI | similarity_score: 0.8732 | LL: -868.08 | AIC: 1806.16 | BIC: 1936.14
17.4: AQUEOUS -> CHOL, AQUEOUS -> PDI, CHOL -> PDI | similarity_score: 1.0000 | LL: -860.30 | AIC: 1798.61 | BIC: 1943.44
17.5: CHOL -> AQUEOUS, CHOL -> PDI | similarity_score: 0.6382 | LL: -893.22 | AIC: 1834.45 | BIC: 1923.58
17.6: CHOL -> AQUEOUS, AQUEOUS -> PDI | similarity_score: 0.5024 | LL: -941.05 | AIC: 1912.11 | BIC: 1967.82
17.7: CHOL -> AQUEOUS, CHOL -> PDI, AQUEOUS -> PDI | similarity_score: 1.0000 | LL: -860.30 | AIC: 1798.61 | BIC: 1943.44
18.1: AQUEOUS -> PDI, AQUEOUS -> PEG | similarity_score: 0.6172 | LL: -844.93 | AIC: 1719.85 | BIC: 1775.56
18.2: AQUEOUS -> PEG, PEG -> PDI | similarity_score: 0.0189 | LL: -780.89 | AIC: 1609.78 | BIC: 1698.90
18.3: AQUEOUS -> PDI, PEG -> PDI | similarity_score: 0.6799 | LL: -830.81 | AIC: 1731.62 | BIC: 1861.61
18.4: AQUEOUS -> PEG, AQUEOUS -> PDI, PEG -> PDI | similarity_score: 1.0000 | LL: -758.24 | AIC: 1594.48 | BIC: 1739.31
18.5: PEG -> AQUEOUS, PEG -> PDI | similarity_score: 0.7550 | LL: -780.89 | AIC: 1609.78 | BIC: 1698.90
18.6: PEG -> AQUEOUS, AQUEOUS -> PDI | similarity_score: 0.6172 | LL: -844.93 | AIC: 1719.85 | BIC: 1775.56
18.7: PEG -> AQUEOUS, PEG -> PDI, AQUEOUS -> PDI | similarity_score: 1.0000 | LL: -758.24 | AIC: 1594.48 | BIC: 1739.31
