ID,ML,CHIP,ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,OUTPUT,SIZE,PDI,PDI_pred,SIZE_pred
01SD,HSPC,Micromixer,12.0,3.0,1.0,1.0,0.25,3.0,MQ,YES,117.567,0.327,0.30716228477656843,116.35315067291259
02SD,HSPC,Micromixer,12.0,11.25,0.0,3.75,1.0,3.0,MQ,YES,124.403,0.403,0.2779438831657171,99.81260103153049
03SD,HSPC,Droplet,12.0,9.0,3.0,3.0,0.25,50.0,MQ,NO,169.247,0.531,0.6969894087314605,1195.255050201416
04SD,HSPC,Micromixer,12.0,3.0,1.0,1.0,1.0,3.0,PBS,YES,73.088,0.238,0.27748437870293857,98.87572616555956
05SD,HSPC,Micromixer,12.0,11.25,0.0,3.75,1.0,50.0,MQ,NO,141.591,0.597,0.699447435438633,1182.1816439819336
06SD,HSPC,Micromixer,12.0,9.0,3.0,3.0,0.25,50.0,PBS,YES,135.642,0.428,0.30865737702697515,111.51281547546387
07SD,HSPC,Droplet,12.0,9.0,3.0,3.0,1.0,3.0,PBS,NO,242.045,0.591,0.7001751333475112,1245.881492614746
08SD,HSPC,Droplet,12.0,3.0,1.0,1.0,1.0,50.0,MQ,YES,19.897,0.443,0.28354649618268013,90.26315780639648
09SD,HSPC,Droplet,12.0,3.75,0.0,1.25,1.0,50.0,PBS,NO,593.99,0.61,0.7029376289248467,1180.3722093200684
10SD,HSPC,Micromixer,12.0,3.75,0.0,1.25,0.25,50.0,PBS,YES,138.894,0.49,0.30957111187279224,119.03075206756591
11SD,HSPC,Droplet,12.0,11.25,0.0,3.75,0.25,3.0,PBS,YES,325.634,0.489,0.31558321047574284,119.75855662027996
12SD,HSPC,Droplet,12.0,3.75,0.0,1.25,0.25,3.0,MQ,NO,277.332,0.735,0.7010999190807342,1238.7282220458985
13SD,HSPC,Droplet,12.0,11.25,0.0,3.75,1.0,50.0,PBS,YES,52.067,0.26,0.2842775344476104,93.80163822174072
14SD,HSPC,Droplet,12.0,3.0,1.0,1.0,0.25,50.0,PBS,YES,101.454,0.35,0.31054979398846627,113.39938663482666
15SD,HSPC,Micromixer,12.0,3.75,0.0,1.25,1.0,3.0,PBS,YES,77.448,0.233,0.27872086022049186,100.68731551329294
16SD,HSPC,Droplet,12.0,11.25,0.0,3.75,0.25,50.0,MQ,YES,177.522,0.431,0.31465131144970654,119.08692283630371
17SD,HSPC,Droplet,12.0,3.0,1.0,1.0,0.25,3.0,PBS,NO,255.405,0.783,0.7013920727372169,1252.931646118164
18SD,HSPC,Droplet,12.0,3.75,0.0,1.25,1.0,3.0,MQ,NO,198.619,0.519,0.7035854133963585,1235.478021697998
19SD,HSPC,Micromixer,12.0,3.75,0.0,1.25,0.25,50.0,MQ,YES,131.205,0.38,0.3081720495596528,119.79490299224854
20SD,HSPC,Micromixer,12.0,11.25,0.0,3.75,0.25,3.0,PBS,NO,351.504,0.558,0.6975498822331428,1246.281097869873
21SD,HSPC,Micromixer,12.0,9.0,3.0,3.0,0.25,3.0,MQ,YES,135.609,0.369,0.3057264481112361,113.99850257873535
22SD,HSPC,Droplet,12.0,9.0,3.0,3.0,1.0,3.0,MQ,YES,146.776,0.44,0.2748941909273465,96.93496018234222
23SD,HSPC,Micromixer,12.0,3.0,1.0,1.0,1.0,50.0,MQ,YES,125.959,0.339,0.28264250434935095,89.73212196350097
24SD,HSPC,Micromixer,12.0,9.0,3.0,3.0,1.0,50.0,PBS,YES,102.376,0.385,0.28147347189486027,87.99477221171061
01SM,ESM,Micromixer,12.0,0.0,5.0,0.0,0.25,3.0,MQ,YES,116.839,0.082,0.135424123108387,104.38230459849039
02SM,ESM,Micromixer,12.0,0.0,0.0,0.0,1.0,3.0,MQ,NO,1929.916,0.842,0.7987812599539756,2175.0764990234375
03SM,ESM,Droplet,12.0,0.0,20.0,0.0,0.25,50.0,MQ,YES,133.051,0.186,0.13134200409054755,100.13779956817626
04SM,ESM,Micromixer,12.0,0.0,5.0,0.0,1.0,3.0,PBS,YES,91.433,0.1,0.10214028269052505,96.35609875927742
05SM,ESM,Micromixer,12.0,0.0,0.0,0.0,1.0,50.0,MQ,NO,700.845,0.681,0.7967902383208275,2056.3189501953125
06SM,ESM,Micromixer,12.0,0.0,20.0,0.0,0.25,50.0,PBS,YES,122.961,0.236,0.1313649296015501,100.07295043945312
07SM,ESM,Droplet,12.0,0.0,20.0,0.0,1.0,3.0,PBS,YES,163.558,0.316,0.0888416647215684,95.99877105116933
08SM,ESM,Droplet,12.0,0.0,5.0,0.0,1.0,50.0,MQ,YES,69.723,0.067,0.08675226148217917,85.06827006975811
09SM,ESM,Droplet,12.0,0.0,0.0,0.0,1.0,50.0,PBS,NO,1794.372,0.936,0.7950985634326935,2029.5570532226564
10SM,ESM,Micromixer,12.0,0.0,0.0,0.0,0.25,50.0,PBS,NO,301.615,0.521,0.7878709095716476,2060.0168322753907
11SM,ESM,Droplet,12.0,0.0,0.0,0.0,0.25,3.0,PBS,NO,1242.327,0.826,0.7888889992237091,2158.3357092285155
12SM,ESM,Droplet,12.0,0.0,0.0,0.0,0.25,3.0,MQ,NO,2100.262,0.999,0.7896885365247727,2160.2072290039064
13SM,ESM,Droplet,12.0,0.0,0.0,0.0,1.0,50.0,PBS,NO,1787.444,0.994,0.7950985634326935,2029.5570532226564
14SM,ESM,Droplet,12.0,0.0,5.0,0.0,0.25,50.0,PBS,YES,133.599,0.269,0.13293519288301467,101.73963897705079
15SM,ESM,Micromixer,12.0,0.0,0.0,0.0,1.0,3.0,PBS,NO,2254.269,1.0,0.798266489803791,2174.379722900391
16SM,ESM,Droplet,12.0,0.0,0.0,0.0,0.25,50.0,MQ,NO,731.331,0.991,0.7878709715604783,2055.0094885253907
17SM,ESM,Droplet,12.0,0.0,5.0,0.0,0.25,3.0,PBS,NO,571.168,0.558,0.7864675387740135,2181.873392333984
18SM,ESM,Droplet,12.0,0.0,0.0,0.0,1.0,3.0,MQ,NO,554.177,0.595,0.7975676622986794,2150.196585083008
19SM,ESM,Micromixer,12.0,0.0,0.0,0.0,0.25,50.0,MQ,YES,109.153,0.284,0.13212299685925244,118.91851364135742
20SM,ESM,Micromixer,12.0,0.0,0.0,0.0,0.25,3.0,PBS,NO,6478.919,1.0,0.7898452308773994,2186.144930419922
21SM,ESM,Micromixer,12.0,0.0,20.0,0.0,0.25,3.0,MQ,YES,108.176,0.106,0.13635136246681212,103.7204546737671
22SM,ESM,Droplet,12.0,0.0,20.0,0.0,1.0,3.0,MQ,YES,116.98,0.128,0.0885199457456668,95.9175140586476
23SM,ESM,Micromixer,12.0,0.0,5.0,0.0,1.0,50.0,MQ,YES,70.824,0.118,0.08417630478739739,84.73393695331757
24SM,ESM,Micromixer,12.0,0.0,20.0,0.0,1.0,50.0,PBS,YES,85.425,0.145,0.07257227245718241,84.84938874380929
01CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,0.71,2.0,MQ,YES,111.287,0.294,0.31842655532062053,106.1410096613566
02CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,0.71,23.0,MQ,YES,104.721,0.372,0.31946980439126493,100.37636290795464
03CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,2.04,2.0,MQ,YES,77.048,0.221,0.27064972162246703,95.48742445158449
04CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,2.04,23.0,MQ,YES,79.661,0.268,0.28126424707472325,83.69046718597411
05CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,0.71,2.0,MQ,YES,92.827,0.188,0.18886293470859528,95.15543539039373
06CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,0.71,23.0,MQ,YES,83.507,0.278,0.22949632696807384,86.02565678437551
07CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,2.04,2.0,MQ,YES,72.548,0.268,0.18324655879288912,92.83486858609274
08CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,2.04,23.0,MQ,YES,74.122,0.309,0.2263547621667385,78.61333569103871
09CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,1.0,MQ,YES,133.264,0.39,0.3235535852611065,132.74149627685546
10CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,50.0,MQ,YES,81.069,0.312,0.25340002823621033,80.08717367265135
11CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,0.25,7.0,MQ,YES,108.6,0.284,0.2626414369046688,102.13724655151367
12CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,2.5,7.0,MQ,YES,77.533,0.291,0.24553588930517434,78.28336876771877
13CD,HSPC,Micromixer,12.0,12.570000000000002,0.0,4.19,1.37,7.0,MQ,YES,86.352,0.269,0.27471041440963745,86.01443725585938
14CD,HSPC,Micromixer,12.0,7.542000000000001,6.704000000000001,2.514,1.37,7.0,MQ,YES,68.453,0.282,0.21513841290337343,78.6347250450306
15CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,70.038,0.234,0.24657415825873613,78.52515247896757
16CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,68.102,0.246,0.24657415825873613,78.52515247896757
17CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,69.696,0.243,0.24657415825873613,78.52515247896757
18CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,68.133,0.235,0.24657415825873613,78.52515247896757
19CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,64.529,0.234,0.24657415825873613,78.52515247896757
20CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,68.966,0.232,0.24657415825873613,78.52515247896757
21CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,0.71,2.0,MQ,YES,87.575,0.327,0.31842655532062053,106.1410096613566
22CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,0.71,23.0,MQ,YES,109.953,0.476,0.31946980439126493,100.37636290795464
23CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,2.04,2.0,MQ,YES,86.444,0.343,0.27064972162246703,95.48742445158449
24CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,2.04,23.0,MQ,YES,94.499,0.355,0.28126424707472325,83.69046718597411
25CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,0.71,2.0,MQ,YES,93.444,0.183,0.18886293470859528,95.15543539039373
26CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,0.71,23.0,MQ,YES,85.915,0.258,0.22949632696807384,86.02565678437551
27CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,2.04,2.0,MQ,YES,62.883,0.198,0.18324655879288912,92.83486858609274
28CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,2.04,23.0,MQ,YES,71.617,0.292,0.2263547621667385,78.61333569103871
29CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,1.0,MQ,YES,139.797,0.387,0.3235535852611065,132.74149627685546
30CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,50.0,MQ,YES,92.98,0.361,0.25340002823621033,80.08717367265135
31CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,0.25,7.0,MQ,YES,124.162,0.316,0.2626414369046688,102.13724655151367
32CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,2.5,7.0,MQ,YES,73.083,0.334,0.24553588930517434,78.28336876771877
33CD,HSPC,Micromixer,12.0,12.570000000000002,0.0,4.19,1.37,7.0,MQ,YES,96.016,0.284,0.27471041440963745,86.01443725585938
34CD,HSPC,Micromixer,12.0,7.542000000000001,6.704000000000001,2.514,1.37,7.0,MQ,YES,67.366,0.273,0.21513841290337343,78.6347250450306
35CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,71.926,0.295,0.24657415825873613,78.52515247896757
36CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,81.85,0.335,0.24657415825873613,78.52515247896757
37CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,78.159,0.326,0.24657415825873613,78.52515247896757
38CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,72.999,0.295,0.24657415825873613,78.52515247896757
39CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,73.901,0.327,0.24657415825873613,78.52515247896757
40CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,7.0,MQ,YES,76.205,0.354,0.24657415825873613,78.52515247896757
41CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,0.71,2.0,MQ,YES,130.717,0.402,0.31842655532062053,106.1410096613566
42CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,0.71,23.0,MQ,YES,102.022,0.354,0.31946980439126493,100.37636290795464
43CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,2.04,2.0,MQ,YES,93.195,0.262,0.27064972162246703,95.48742445158449
44CD,HSPC,Micromixer,12.0,11.5644,1.3408000000000002,3.8548,2.04,23.0,MQ,YES,93.161,0.376,0.28126424707472325,83.69046718597411
45CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,0.71,2.0,MQ,YES,96.056,0.164,0.18886293470859528,95.15543539039373
46CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,0.71,23.0,MQ,YES,77.87,0.242,0.22949632696807384,86.02565678437551
47CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,2.04,2.0,MQ,YES,67.582,0.145,0.18324655879288912,92.83486858609274
48CD,HSPC,Micromixer,12.0,8.547600000000001,5.363200000000001,2.8492,2.04,23.0,MQ,YES,73.816,0.265,0.2263547621667385,78.61333569103871
49CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,1.0,MQ,YES,147.172,0.392,0.3235535852611065,132.74149627685546
50CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,1.37,50.0,MQ,YES,94.633,0.38,0.25340002823621033,80.08717367265135
51CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,0.25,7.0,MQ,YES,122.904,0.317,0.2626414369046688,102.13724655151367
52CD,HSPC,Micromixer,12.0,10.056,3.3520000000000003,3.3520000000000003,2.5,7.0,MQ,YES,74.457,0.285,0.24553588930517434,78.28336876771877
53CD,HSPC,Micromixer,12.0,12.570000000000002,0.0,4.19,1.37,7.0,MQ,YES,85.58,0.333,0.27471041440963745,86.01443725585938
54CD,HSPC,Micromixer,12.0,7.542000000000001,6.704000000000001,2.514,1.37,7.0,MQ,YES,67.136,0.219,0.21513841290337343,78.6347250450306
