ID,ML,CHIP,ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,OUTPUT,SIZE,PDI,PDI_pred,SIZE_pred
01SD,HSPC,Micromixer,0.0,11.25,2.0269822124931967,3.3520000000000003,0.25,3.0,MQ,YES,117.567,0.327,0.3549038518965244,114.66768812815347
02SD,HSPC,Micromixer,0.0,0.0,2.0269822124931967,1.25,1.0,3.0,MQ,YES,124.403,0.403,0.31847633749246596,98.42464810462226
03SD,HSPC,Droplet,0.0,9.576,2.0269822124931967,3.3520000000000003,0.25,50.0,MQ,NO,169.247,0.531,0.6664151746034622,462.81881393432616
04SD,HSPC,Micromixer,0.0,9.576,2.0269822124931967,3.3520000000000003,1.0,3.0,PBS,YES,73.088,0.238,0.31834446370601654,98.01339935563102
05SD,HSPC,Micromixer,0.0,11.5644,2.0269822124931967,0.0,1.0,50.0,MQ,NO,141.591,0.597,0.6653489845991135,460.3230540466309
06SD,HSPC,Micromixer,0.0,3.0,2.0269822124931967,0.0,0.25,50.0,PBS,YES,135.642,0.428,0.35889595150947573,112.86694629669189
07SD,HSPC,Droplet,0.0,0.0,2.0269822124931967,3.192,1.0,3.0,PBS,NO,242.045,0.591,0.666782733798027,469.9817640686035
08SD,HSPC,Droplet,0.0,0.0,2.0269822124931967,0.0,1.0,50.0,MQ,YES,19.897,0.443,0.3281962884962559,89.37903482119243
09SD,HSPC,Droplet,0.0,3.0,2.0269822124931967,0.0,1.0,50.0,PBS,NO,593.99,0.61,0.6704658755660057,481.9194273376465
10SD,HSPC,Micromixer,0.0,0.0,2.0269822124931967,3.0,0.25,50.0,PBS,YES,138.894,0.49,0.35873649165034294,112.24852442423501
11SD,HSPC,Droplet,0.0,0.0,2.0269822124931967,0.0,0.25,3.0,PBS,YES,325.634,0.489,0.3650443407893181,113.66172461191813
12SD,HSPC,Droplet,0.0,0.0,2.0269822124931967,0.0,0.25,3.0,MQ,NO,277.332,0.735,0.6704906564950943,474.1718341064453
13SD,HSPC,Droplet,0.0,9.576,2.0269822124931967,3.3520000000000003,1.0,50.0,PBS,YES,52.067,0.26,0.32836817666888235,93.01953533172608
14SD,HSPC,Droplet,0.0,9.576,2.0269822124931967,0.0,0.25,50.0,PBS,YES,101.454,0.35,0.3598798258602619,111.57804256439209
15SD,HSPC,Micromixer,0.0,12.570000000000002,2.0269822124931967,0.0,1.0,3.0,PBS,YES,77.448,0.233,0.3186207568645477,98.47532218610674
16SD,HSPC,Droplet,0.0,9.576,2.0269822124931967,3.192,0.25,50.0,MQ,YES,177.522,0.431,0.3653282098472118,112.23075252532959
17SD,HSPC,Droplet,0.0,0.0,2.0269822124931967,0.0,0.25,3.0,PBS,NO,255.405,0.783,0.6709840163588524,498.7817642211914
18SD,HSPC,Droplet,0.0,7.542000000000001,2.0269822124931967,3.192,1.0,3.0,MQ,NO,198.619,0.519,0.6705275866389274,475.70978302001953
19SD,HSPC,Micromixer,0.0,3.0,2.0269822124931967,0.0,0.25,50.0,MQ,YES,131.205,0.38,0.3571920025348663,112.97329092661539
20SD,HSPC,Micromixer,0.0,0.0,2.0269822124931967,3.192,0.25,3.0,PBS,NO,351.504,0.558,0.6659241783618927,466.67685546875
21SD,HSPC,Micromixer,0.0,0.0,2.0269822124931967,3.192,0.25,3.0,MQ,YES,135.609,0.369,0.3549524350464344,115.22644870758057
22SD,HSPC,Droplet,0.0,8.547600000000001,2.0269822124931967,0.0,1.0,3.0,MQ,YES,146.776,0.44,0.31716837987303736,97.51109592192513
23SD,HSPC,Micromixer,0.0,0.0,2.0269822124931967,0.0,1.0,50.0,MQ,YES,125.959,0.339,0.3272942595183849,88.8923705705007
24SD,HSPC,Micromixer,0.0,9.576,2.0269822124931967,3.192,1.0,50.0,PBS,YES,102.376,0.385,0.32665705114603044,89.5612937113444
01SM,ESM,Micromixer,5.0,0.0,2.0269822124931967,0.0,0.25,3.0,MQ,YES,116.839,0.082,0.1362910759076476,114.33716272989908
02SM,ESM,Micromixer,20.0,0.0,2.0269822124931967,2.8492,1.0,3.0,MQ,NO,1929.916,0.842,0.8369355335831642,2249.9077587890624
03SM,ESM,Droplet,20.0,9.576,2.0269822124931967,0.0,0.25,50.0,MQ,YES,133.051,0.186,0.13158920966088772,145.64517761230468
04SM,ESM,Micromixer,5.0,7.542000000000001,2.0269822124931967,1.25,1.0,3.0,PBS,YES,91.433,0.1,0.13447946030646563,97.79564414242336
05SM,ESM,Micromixer,20.0,9.576,2.0269822124931967,3.8548,1.0,50.0,MQ,NO,700.845,0.681,0.8368184751272202,2118.7039025878908
06SM,ESM,Micromixer,20.0,0.0,2.0269822124931967,3.192,0.25,50.0,PBS,YES,122.961,0.236,0.13190556932240724,144.70444297790527
07SM,ESM,Droplet,20.0,0.0,2.0269822124931967,0.0,1.0,3.0,PBS,YES,163.558,0.316,0.12938057143241166,158.11663780212402
08SM,ESM,Droplet,5.0,0.0,2.0269822124931967,0.0,1.0,50.0,MQ,YES,69.723,0.067,0.12782731380313636,89.21649575869243
09SM,ESM,Droplet,5.0,10.056,2.0269822124931967,3.8548,1.0,50.0,PBS,NO,1794.372,0.936,0.7863106399774551,1588.5786784362792
10SM,ESM,Micromixer,5.0,0.0,2.0269822124931967,3.3520000000000003,0.25,50.0,PBS,NO,301.615,0.521,0.7755284565687179,1602.7886674499512
11SM,ESM,Droplet,20.0,8.547600000000001,2.0269822124931967,1.0,0.25,3.0,PBS,NO,1242.327,0.826,0.833580806851387,2233.231787109375
12SM,ESM,Droplet,5.0,0.0,2.0269822124931967,0.0,0.25,3.0,MQ,NO,2100.262,0.999,0.7759926599264145,1584.336286468506
13SM,ESM,Droplet,20.0,10.056,2.0269822124931967,0.0,1.0,50.0,PBS,NO,1787.444,0.994,0.836902865767479,2090.3953283691408
