ID,ML,CHIP,ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,OUTPUT,SIZE,PDI,PDI_pred,SIZE_pred
01SD,HSPC,Micromixer,0.0,0.0,1.0,3.75,0.25,3.0,MQ,YES,117.567,0.327,0.35782205045223237,116.42232040405274
02SD,HSPC,Micromixer,0.0,10.056,0.0,3.75,1.0,3.0,MQ,YES,124.403,0.403,0.3200223070383072,99.811496791113
03SD,HSPC,Droplet,0.0,9.576,3.0,3.75,0.25,50.0,MQ,NO,169.247,0.531,0.6663072031736373,462.4499040222168
04SD,HSPC,Micromixer,0.0,10.056,1.0,3.75,1.0,3.0,PBS,YES,73.088,0.238,0.3188926264643669,99.38364075002217
05SD,HSPC,Micromixer,0.0,0.0,0.0,3.75,1.0,50.0,MQ,NO,141.591,0.597,0.6654566496610641,456.8417820739746
06SD,HSPC,Micromixer,0.0,0.0,3.0,3.75,0.25,50.0,PBS,YES,135.642,0.428,0.36042913600802423,110.87268463134765
07SD,HSPC,Droplet,0.0,0.0,3.0,3.75,1.0,3.0,PBS,NO,242.045,0.591,0.6666901868581772,469.58231689453123
08SD,HSPC,Droplet,0.0,9.576,1.0,3.75,1.0,50.0,MQ,YES,19.897,0.443,0.3280280615389347,91.30706211090087
09SD,HSPC,Droplet,0.0,9.0,0.0,3.75,1.0,50.0,PBS,NO,593.99,0.61,0.668480416238308,475.598514251709
10SD,HSPC,Micromixer,0.0,3.75,0.0,3.75,0.25,50.0,PBS,YES,138.894,0.49,0.36123943865299224,118.48259986877441
11SD,HSPC,Droplet,0.0,0.0,0.0,3.75,0.25,3.0,PBS,YES,325.634,0.489,0.36503462597727776,119.75855662027996
12SD,HSPC,Droplet,0.0,0.0,0.0,3.75,0.25,3.0,MQ,NO,277.332,0.735,0.668608745932579,468.94817489624023
13SD,HSPC,Droplet,0.0,9.576,0.0,3.75,1.0,50.0,PBS,YES,52.067,0.26,0.3292080357670784,93.80163822174072
14SD,HSPC,Droplet,0.0,11.25,1.0,3.75,0.25,50.0,PBS,YES,101.454,0.35,0.3621869046986103,113.63863372802734
15SD,HSPC,Micromixer,0.0,9.576,0.0,3.75,1.0,3.0,PBS,YES,77.448,0.233,0.32027867570519447,100.70375050067902
16SD,HSPC,Droplet,0.0,11.5644,0.0,3.75,0.25,50.0,MQ,YES,177.522,0.431,0.3648088300228119,119.08861793518066
17SD,HSPC,Droplet,0.0,0.0,1.0,3.75,0.25,3.0,PBS,NO,255.405,0.783,0.669000615477562,486.2009780883789
18SD,HSPC,Droplet,0.0,0.0,0.0,3.75,1.0,3.0,MQ,NO,198.619,0.519,0.6685374400019646,470.05995178222656
19SD,HSPC,Micromixer,0.0,9.576,0.0,3.75,0.25,50.0,MQ,YES,131.205,0.38,0.35966522425413133,119.19166282653809
20SD,HSPC,Micromixer,0.0,0.0,0.0,3.75,0.25,3.0,PBS,NO,351.504,0.558,0.6660320746898651,463.52914154052735
21SD,HSPC,Micromixer,0.0,9.576,3.0,3.75,0.25,3.0,MQ,YES,135.609,0.369,0.3569316928088665,113.37679237365722
22SD,HSPC,Droplet,0.0,0.0,3.0,3.75,1.0,3.0,MQ,YES,146.776,0.44,0.3170333807170391,97.04337605618761
23SD,HSPC,Micromixer,0.0,10.056,1.0,3.75,1.0,50.0,MQ,YES,125.959,0.339,0.3271209792792797,90.86819662221272
24SD,HSPC,Micromixer,0.0,0.0,3.0,3.75,1.0,50.0,PBS,YES,102.376,0.385,0.32559348583221437,89.33673666636149
01SM,ESM,Micromixer,5.0,9.576,5.0,3.75,0.25,3.0,MQ,YES,116.839,0.082,0.15922157593071462,104.07451774597168
02SM,ESM,Micromixer,20.0,0.0,0.0,3.75,1.0,3.0,MQ,NO,1929.916,0.842,0.8035852208733558,2027.6917816162108
03SM,ESM,Droplet,20.0,0.0,20.0,3.75,0.25,50.0,MQ,YES,133.051,0.186,0.1578915437310934,146.18507179260254
04SM,ESM,Micromixer,5.0,11.5644,5.0,3.75,1.0,3.0,PBS,YES,91.433,0.1,0.130848215189449,96.32088331381092
05SM,ESM,Micromixer,20.0,0.0,0.0,3.75,1.0,50.0,MQ,NO,700.845,0.681,0.8036481541395187,1911.3974835205079
06SM,ESM,Micromixer,20.0,11.25,20.0,3.75,0.25,50.0,PBS,YES,122.961,0.236,0.15781804010272027,145.22609481811523
