ID,ML,CHIP,ESM,HSPC,CHOL,PEG,TFR,FRR,AQUEOUS,OUTPUT,SIZE,PDI,PDI_pred,SIZE_pred
01SD,HSPC,Micromixer,15.0,3.0,1.0,1.0,0.25,3.0,MQ,YES,117.567,0.327,0.30716228477656843,170.52821281433106
02SD,HSPC,Micromixer,15.0,11.25,0.0,3.75,1.0,3.0,MQ,YES,124.403,0.403,0.2779438831657171,157.2169017791748
03SD,HSPC,Droplet,15.0,9.0,3.0,3.0,0.25,50.0,MQ,NO,169.247,0.531,0.6972972112894058,1203.8390534973144
04SD,HSPC,Micromixer,15.0,3.0,1.0,1.0,1.0,3.0,PBS,YES,73.088,0.238,0.27748437870293857,157.2169017791748
05SD,HSPC,Micromixer,15.0,11.25,0.0,3.75,1.0,50.0,MQ,NO,141.591,0.597,0.6997087493538856,1192.1312789916992
06SD,HSPC,Micromixer,15.0,9.0,3.0,3.0,0.25,50.0,PBS,YES,135.642,0.428,0.3086093410477042,144.71632652282716
07SD,HSPC,Droplet,15.0,9.0,3.0,3.0,1.0,3.0,PBS,NO,242.045,0.591,0.7004513993859292,1254.729415588379
08SD,HSPC,Droplet,15.0,3.0,1.0,1.0,1.0,50.0,MQ,YES,19.897,0.443,0.28354649618268013,137.126669921875
09SD,HSPC,Droplet,15.0,3.75,0.0,1.25,1.0,50.0,PBS,NO,593.99,0.61,0.7032138949632645,1190.005359954834
10SD,HSPC,Micromixer,15.0,3.75,0.0,1.25,0.25,50.0,PBS,YES,138.894,0.49,0.3095230758935213,144.71632652282716
11SD,HSPC,Droplet,15.0,11.25,0.0,3.75,0.25,3.0,PBS,YES,325.634,0.489,0.31558321047574284,170.52821281433106
12SD,HSPC,Droplet,15.0,3.75,0.0,1.25,0.25,3.0,MQ,NO,277.332,0.735,0.7014077216386795,1251.9434771728515
13SD,HSPC,Droplet,15.0,11.25,0.0,3.75,1.0,50.0,PBS,YES,52.067,0.26,0.2842775344476104,137.5576699066162
14SD,HSPC,Droplet,15.0,3.0,1.0,1.0,0.25,50.0,PBS,YES,101.454,0.35,0.31050251990556715,145.76809341430663
15SD,HSPC,Micromixer,15.0,3.75,0.0,1.25,1.0,3.0,PBS,YES,77.448,0.233,0.27872086022049186,157.2169017791748
16SD,HSPC,Droplet,15.0,11.25,0.0,3.75,0.25,50.0,MQ,YES,177.522,0.431,0.3146047992631793,145.65943786621094
17SD,HSPC,Droplet,15.0,3.0,1.0,1.0,0.25,3.0,PBS,NO,255.405,0.783,0.701710934638977,1266.0526531982423
18SD,HSPC,Droplet,15.0,3.75,0.0,1.25,1.0,3.0,MQ,NO,198.619,0.519,0.7038616794347763,1247.8743846130371
