ML,CHIP,SIZE,P_SIZE
0,0,19.897,0.008064516129032258
0,0,52.067,0.008064516129032258
0,0,57.03,0.008064516129032258
0,0,57.7,0.008064516129032258
0,0,62.883,0.008064516129032258
0,0,63.026,0.008064516129032258
0,0,64.529,0.008064516129032258
0,0,65.3,0.008064516129032258
0,0,66.039,0.008064516129032258
0,0,66.672,0.008064516129032258
0,0,67.366,0.008064516129032258
0,0,67.582,0.008064516129032258
0,0,68.102,0.008064516129032258
0,0,68.133,0.008064516129032258
0,0,68.453,0.008064516129032258
0,0,68.868,0.008064516129032258
0,0,68.966,0.008064516129032258
0,0,69.696,0.008064516129032258
0,0,70.038,0.008064516129032258
0,0,70.04,0.008064516129032258
0,0,71.617,0.008064516129032258
0,0,71.77,0.008064516129032258
0,0,71.926,0.008064516129032258
0,0,72.548,0.008064516129032258
0,0,72.999,0.008064516129032258
0,0,73.083,0.008064516129032258
0,0,73.088,0.008064516129032258
0,0,73.733,0.008064516129032258
0,0,73.816,0.008064516129032258
0,0,73.901,0.008064516129032258
0,0,74.122,0.008064516129032258
0,0,74.457,0.008064516129032258
0,0,75.29,0.008064516129032258
0,0,75.772,0.008064516129032258
0,0,76.14,0.008064516129032258
0,0,76.425,0.008064516129032258
0,0,76.545,0.008064516129032258
0,0,76.796,0.008064516129032258
0,0,76.921,0.008064516129032258
0,0,76.973,0.008064516129032258
0,0,77.267,0.008064516129032258
0,0,77.339,0.008064516129032258
0,0,77.503,0.008064516129032258
0,0,77.533,0.008064516129032258
0,0,77.848,0.008064516129032258
0,0,77.87,0.008064516129032258
0,0,78.159,0.008064516129032258
0,0,78.537,0.008064516129032258
0,0,78.939,0.008064516129032258
0,0,79.661,0.008064516129032258
0,0,80.278,0.008064516129032258
0,0,80.386,0.008064516129032258
0,0,80.541,0.008064516129032258
0,0,81.069,0.008064516129032258
0,0,81.475,0.008064516129032258
0,0,81.85,0.008064516129032258
0,0,83.115,0.008064516129032258
0,0,83.507,0.008064516129032258
0,0,83.696,0.008064516129032258
0,0,83.866,0.008064516129032258
0,0,85.223,0.008064516129032258
0,0,85.58,0.008064516129032258
0,0,85.915,0.008064516129032258
0,0,86.352,0.008064516129032258
0,0,86.444,0.008064516129032258
0,0,87.316,0.008064516129032258
0,0,87.575,0.008064516129032258
0,0,90.31,0.008064516129032258
0,0,90.63,0.008064516129032258
0,0,92.827,0.008064516129032258
0,0,92.98,0.008064516129032258
0,0,93.161,0.008064516129032258
0,0,93.195,0.008064516129032258
0,0,93.444,0.008064516129032258
0,0,94.499,0.008064516129032258
0,0,94.633,0.008064516129032258
0,0,95.927,0.008064516129032258
0,0,96.056,0.008064516129032258
