ML,CHIP,SIZE,P_SIZE
0.0,0,130.717,0.0040650406504065045
0.0,0,130.988,0.0040650406504065045
0.0,0,131.205,0.0040650406504065045
0.0,0,131.852,0.0040650406504065045
0.0,0,132.463,0.0040650406504065045
0.0,0,133.264,0.0040650406504065045
0.0,0,135.609,0.0040650406504065045
0.0,0,135.642,0.0040650406504065045
0.0,0,136.684,0.0040650406504065045
0.0,0,137.567,0.0040650406504065045
0.0,0,137.968,0.0040650406504065045
0.0,0,138.894,0.0040650406504065045
0.0,0,139.586,0.0040650406504065045
0.0,0,139.657,0.0040650406504065045
0.0,0,139.797,0.0040650406504065045
0.0,0,139.883,0.0040650406504065045
0.0,0,140.386,0.0040650406504065045
0.0,0,141.538,0.0040650406504065045
0.0,0,141.591,0.0040650406504065045
0.0,0,141.851,0.0040650406504065045
0.0,0,146.755,0.0040650406504065045
0.0,0,146.835,0.0040650406504065045
0.0,0,147.172,0.0040650406504065045
0.0,0,147.238,0.0040650406504065045
0.0,0,148.899,0.0040650406504065045
0.0,0,149.89,0.0040650406504065045
0.0,0,154.375,0.0040650406504065045
0.0,0,155.385,0.0040650406504065045
0.0,0,155.532,0.0040650406504065045
0.0,0,157.52,0.0040650406504065045
0.0,0,157.64,0.0040650406504065045
0.0,0,157.882,0.0040650406504065045
0.0,0,158.28,0.0040650406504065045
0.0,0,158.593,0.0040650406504065045
0.0,0,158.663,0.0040650406504065045
0.0,0,158.912,0.0040650406504065045
0.0,0,159.526,0.0040650406504065045
0.0,0,160.0,0.0040650406504065045
0.0,0,160.342,0.0040650406504065045
0.0,0,160.902,0.0040650406504065045
0.0,0,160.969,0.0040650406504065045
0.0,0,161.035,0.0040650406504065045
0.0,0,161.298,0.0040650406504065045
0.0,0,162.092,0.0040650406504065045
0.0,0,162.168,0.0040650406504065045
0.0,0,162.206,0.0040650406504065045
0.0,0,162.675,0.0040650406504065045
0.0,0,163.213,0.0040650406504065045
0.0,0,164.343,0.0040650406504065045
0.0,0,165.879,0.0040650406504065045
0.0,0,167.216,0.0040650406504065045
0.0,0,167.896,0.0040650406504065045
0.0,0,168.994,0.0040650406504065045
0.0,0,169.422,0.0040650406504065045
0.0,0,169.717,0.0040650406504065045
0.0,0,171.769,0.0040650406504065045
0.0,0,175.564,0.0040650406504065045
0.0,0,176.58,0.0040650406504065045
0.0,0,177.175,0.0040650406504065045
0.0,0,179.011,0.0040650406504065045
0.0,0,180.646,0.0040650406504065045
0.0,0,181.41,0.0040650406504065045
0.0,0,182.155,0.0040650406504065045
0.0,0,183.962,0.0040650406504065045
0.0,0,184.984,0.0040650406504065045
0.0,0,189.471,0.0040650406504065045
0.0,0,189.764,0.0040650406504065045
0.0,0,190.929,0.0040650406504065045
0.0,0,191.239,0.0040650406504065045
0.0,0,194.774,0.0040650406504065045
0.0,0,196.919,0.0040650406504065045
0.0,0,198.087,0.0040650406504065045
0.0,0,220.699,0.0040650406504065045
0.0,0,229.416,0.0040650406504065045
0.0,0,230.059,0.0040650406504065045
0.0,0,232.108,0.0040650406504065045
0.0,0,236.083,0.0040650406504065045
0.0,0,240.863,0.0040650406504065045
0.0,0,298.002,0.0040650406504065045
0.0,0,301.615,0.0040650406504065045
0.0,0,303.927,0.0040650406504065045
0.0,0,351.504,0.0040650406504065045
0.0,0,570.792,0.0040650406504065045
0.0,0,622.999,0.0040650406504065045
0.0,0,623.865,0.0040650406504065045
0.0,0,700.845,0.0040650406504065045
0.0,0,834.01,0.0040650406504065045
0.0,0,1929.916,0.0040650406504065045
0.0,0,2254.269,0.0040650406504065045
0.0,0,3062.225,0.0040650406504065045
0.0,0,4813.381,0.0040650406504065045
0.0,0,4941.821,0.0040650406504065045
0.0,0,5257.868,0.0040650406504065045
0.0,0,6478.919,0.0040650406504065045
0.0,0,7297.414,0.0040650406504065045
0.0,0,8973.734,0.0040650406504065045
0.0,1,19.897,0.041666666666666664
0.0,1,52.067,0.041666666666666664
0.0,1,69.723,0.041666666666666664
0.0,1,101.454,0.041666666666666664
0.0,1,116.98,0.041666666666666664
0.0,1,133.051,0.041666666666666664
0.0,1,133.599,0.041666666666666664
0.0,1,146.776,0.041666666666666664
0.0,1,163.558,0.041666666666666664
0.0,1,169.247,0.041666666666666664
0.0,1,177.522,0.041666666666666664
0.0,1,198.619,0.041666666666666664
0.0,1,242.045,0.041666666666666664
0.0,1,255.405,0.041666666666666664
0.0,1,277.332,0.041666666666666664
0.0,1,325.634,0.041666666666666664
0.0,1,554.177,0.041666666666666664
0.0,1,571.168,0.041666666666666664
0.0,1,593.99,0.041666666666666664
0.0,1,731.331,0.041666666666666664
0.0,1,1242.327,0.041666666666666664
0.0,1,1787.444,0.041666666666666664
0.0,1,1794.372,0.041666666666666664
0.0,1,2100.262,0.041666666666666664
