ML,CHIP,SIZE,P_SIZE
0.0,0,57.03,0.0040650406504065045
0.0,0,57.7,0.0040650406504065045
0.0,0,62.883,0.0040650406504065045
0.0,0,63.026,0.0040650406504065045
0.0,0,64.529,0.0040650406504065045
0.0,0,65.3,0.0040650406504065045
0.0,0,66.039,0.0040650406504065045
0.0,0,66.672,0.0040650406504065045
0.0,0,67.136,0.0040650406504065045
0.0,0,67.343,0.0040650406504065045
0.0,0,67.366,0.0040650406504065045
0.0,0,67.582,0.0040650406504065045
0.0,0,68.102,0.0040650406504065045
0.0,0,68.133,0.0040650406504065045
0.0,0,68.453,0.0040650406504065045
0.0,0,68.868,0.0040650406504065045
0.0,0,68.966,0.0040650406504065045
0.0,0,69.696,0.0040650406504065045
0.0,0,70.038,0.0040650406504065045
0.0,0,70.04,0.0040650406504065045
0.0,0,70.824,0.0040650406504065045
0.0,0,71.617,0.0040650406504065045
0.0,0,71.77,0.0040650406504065045
0.0,0,71.926,0.0040650406504065045
0.0,0,72.548,0.0040650406504065045
0.0,0,72.999,0.0040650406504065045
0.0,0,73.083,0.0040650406504065045
0.0,0,73.088,0.0040650406504065045
0.0,0,73.733,0.0040650406504065045
0.0,0,73.816,0.0040650406504065045
0.0,0,73.901,0.0040650406504065045
0.0,0,74.122,0.0040650406504065045
0.0,0,74.457,0.0040650406504065045
0.0,0,75.29,0.0040650406504065045
0.0,0,75.772,0.0040650406504065045
0.0,0,76.14,0.0040650406504065045
0.0,0,76.205,0.0040650406504065045
0.0,0,76.425,0.0040650406504065045
0.0,0,76.545,0.0040650406504065045
0.0,0,76.796,0.0040650406504065045
0.0,0,76.921,0.0040650406504065045
0.0,0,76.973,0.0040650406504065045
0.0,0,77.048,0.0040650406504065045
0.0,0,77.267,0.0040650406504065045
0.0,0,77.339,0.0040650406504065045
0.0,0,77.448,0.0040650406504065045
0.0,0,77.503,0.0040650406504065045
0.0,0,77.533,0.0040650406504065045
0.0,0,77.848,0.0040650406504065045
0.0,0,77.87,0.0040650406504065045
0.0,0,78.159,0.0040650406504065045
0.0,0,78.537,0.0040650406504065045
0.0,0,78.939,0.0040650406504065045
0.0,0,79.0,0.0040650406504065045
0.0,0,79.661,0.0040650406504065045
0.0,0,80.004,0.0040650406504065045
0.0,0,80.278,0.0040650406504065045
0.0,0,80.386,0.0040650406504065045
0.0,0,80.541,0.0040650406504065045
0.0,0,81.0,0.0040650406504065045
0.0,0,81.069,0.0040650406504065045
0.0,0,81.475,0.0040650406504065045
0.0,0,81.85,0.0040650406504065045
0.0,0,83.115,0.0040650406504065045
0.0,0,83.507,0.0040650406504065045
0.0,0,83.696,0.0040650406504065045
0.0,0,83.866,0.0040650406504065045
0.0,0,84.04,0.0040650406504065045
0.0,0,84.319,0.0040650406504065045
0.0,0,84.46,0.0040650406504065045
0.0,0,85.223,0.0040650406504065045
0.0,0,85.425,0.0040650406504065045
0.0,0,85.58,0.0040650406504065045
0.0,0,85.607,0.0040650406504065045
0.0,0,85.85,0.0040650406504065045
0.0,0,85.915,0.0040650406504065045
0.0,0,86.184,0.0040650406504065045
0.0,0,86.352,0.0040650406504065045
0.0,0,86.444,0.0040650406504065045
0.0,0,86.863,0.0040650406504065045
0.0,0,87.316,0.0040650406504065045
0.0,0,87.575,0.0040650406504065045
0.0,0,88.68,0.0040650406504065045
0.0,0,89.206,0.0040650406504065045
0.0,0,90.31,0.0040650406504065045
0.0,0,90.63,0.0040650406504065045
0.0,0,91.341,0.0040650406504065045
0.0,0,91.433,0.0040650406504065045
0.0,0,92.827,0.0040650406504065045
0.0,0,92.98,0.0040650406504065045
0.0,0,93.161,0.0040650406504065045
0.0,0,93.195,0.0040650406504065045
0.0,0,93.444,0.0040650406504065045
0.0,0,94.499,0.0040650406504065045
0.0,0,94.633,0.0040650406504065045
0.0,0,95.927,0.0040650406504065045
0.0,0,96.016,0.0040650406504065045
0.0,0,96.056,0.0040650406504065045
0.0,0,96.467,0.0040650406504065045
0.0,0,98.0,0.0040650406504065045
0.0,0,98.5,0.0040650406504065045
0.0,0,100.593,0.0040650406504065045
0.0,0,102.022,0.0040650406504065045
0.0,0,102.376,0.0040650406504065045
0.0,0,102.589,0.0040650406504065045
0.0,0,103.514,0.0040650406504065045
0.0,0,103.9,0.0040650406504065045
0.0,0,104.721,0.0040650406504065045
0.0,0,105.3,0.0040650406504065045
0.0,0,105.7,0.0040650406504065045
0.0,0,106.201,0.0040650406504065045
0.0,0,107.303,0.0040650406504065045
0.0,0,107.586,0.0040650406504065045
0.0,0,107.632,0.0040650406504065045
0.0,0,107.924,0.0040650406504065045
0.0,0,108.176,0.0040650406504065045
0.0,0,108.6,0.0040650406504065045
0.0,0,108.9,0.0040650406504065045
0.0,0,109.153,0.0040650406504065045
0.0,0,109.23,0.0040650406504065045
0.0,0,109.953,0.0040650406504065045
0.0,0,110.4,0.0040650406504065045
0.0,0,111.287,0.0040650406504065045
0.0,0,111.634,0.0040650406504065045
0.0,0,114.922,0.0040650406504065045
0.0,0,115.891,0.0040650406504065045
0.0,0,116.839,0.0040650406504065045
0.0,0,117.314,0.0040650406504065045
0.0,0,117.567,0.0040650406504065045
0.0,0,118.0,0.0040650406504065045
0.0,0,118.454,0.0040650406504065045
0.0,0,118.758,0.0040650406504065045
0.0,0,119.8,0.0040650406504065045
0.0,0,122.904,0.0040650406504065045
0.0,0,122.961,0.0040650406504065045
0.0,0,124.162,0.0040650406504065045
0.0,0,124.403,0.0040650406504065045
0.0,0,124.618,0.0040650406504065045
0.0,0,124.934,0.0040650406504065045
0.0,0,125.303,0.0040650406504065045
0.0,0,125.356,0.0040650406504065045
0.0,0,125.56,0.0040650406504065045
0.0,0,125.924,0.0040650406504065045
0.0,0,125.959,0.0040650406504065045
0.0,0,125.978,0.0040650406504065045
0.0,0,127.517,0.0040650406504065045
0.0,0,129.1,0.0040650406504065045
0.0,0,129.236,0.0040650406504065045
0.0,0,129.3,0.0040650406504065045
0.0,0,130.699,0.0040650406504065045
